Donor_ID,Group,Assignment_Date
DON03380,Treatment,2026-06-18
DON03035,Treatment,2026-06-18
DON00607,Treatment,2026-06-18
DON02513,Treatment,2026-06-18
DON01266,Treatment,2026-06-18
DON03342,Treatment,2026-06-18
DON03126,Treatment,2026-06-18
DON02933,Treatment,2026-06-18
DON01650,Treatment,2026-06-18
DON01400,Treatment,2026-06-18
DON00192,Treatment,2026-06-18
DON03044,Treatment,2026-06-18
DON01201,Control,2026-06-18
DON00642,Treatment,2026-06-18
DON01190,Treatment,2026-06-18
DON00243,Treatment,2026-06-18
DON01858,Treatment,2026-06-18
DON01579,Treatment,2026-06-18
DON01943,Treatment,2026-06-18
DON02037,Treatment,2026-06-18
DON02399,Treatment,2026-06-18
DON03372,Treatment,2026-06-18
DON01048,Treatment,2026-06-18
DON00882,Treatment,2026-06-18
DON03098,Treatment,2026-06-18
DON01028,Treatment,2026-06-18
DON02297,Treatment,2026-06-18
DON01801,Treatment,2026-06-18
DON01253,Control,2026-06-18
DON03218,Treatment,2026-06-18
DON00056,Treatment,2026-06-18
DON02305,Treatment,2026-06-18
DON03223,Treatment,2026-06-18
DON01897,Treatment,2026-06-18
DON00022,Treatment,2026-06-18
DON03464,Treatment,2026-06-18
DON01198,Treatment,2026-06-18
DON03268,Treatment,2026-06-18
DON01774,Treatment,2026-06-18
DON00030,Treatment,2026-06-18
DON00618,Control,2026-06-18
DON01498,Treatment,2026-06-18
DON02808,Treatment,2026-06-18
DON00715,Treatment,2026-06-18
DON00616,Treatment,2026-06-18
DON02273,Treatment,2026-06-18
DON03475,Treatment,2026-06-18
DON02376,Treatment,2026-06-18
DON00906,Treatment,2026-06-18
DON00315,Treatment,2026-06-18
DON01576,Treatment,2026-06-18
DON00692,Treatment,2026-06-18
DON01066,Treatment,2026-06-18
DON00781,Treatment,2026-06-18
DON00793,Treatment,2026-06-18
DON02151,Treatment,2026-06-18
DON03174,Treatment,2026-06-18
DON02447,Treatment,2026-06-18
DON00441,Treatment,2026-06-18
DON03483,Treatment,2026-06-18
DON01521,Treatment,2026-06-18
DON00924,Treatment,2026-06-18
DON03060,Treatment,2026-06-18
DON02736,Treatment,2026-06-18
DON01082,Treatment,2026-06-18
DON00488,Treatment,2026-06-18
DON02046,Treatment,2026-06-18
DON00223,Treatment,2026-06-18
DON03354,Treatment,2026-06-18
DON02053,Treatment,2026-06-18
DON02441,Control,2026-06-18
DON01414,Control,2026-06-18
DON00014,Treatment,2026-06-18
DON02910,Treatment,2026-06-18
DON00649,Treatment,2026-06-18
DON00701,Treatment,2026-06-18
DON00144,Treatment,2026-06-18
DON03196,Treatment,2026-06-18
DON02398,Control,2026-06-18
DON00311,Treatment,2026-06-18
DON02902,Treatment,2026-06-18
DON00325,Treatment,2026-06-18
DON03365,Treatment,2026-06-18
DON02282,Control,2026-06-18
DON01283,Treatment,2026-06-18
DON00394,Treatment,2026-06-18
DON02573,Treatment,2026-06-18
DON01170,Treatment,2026-06-18
DON02887,Treatment,2026-06-18
DON01592,Treatment,2026-06-18
DON03378,Treatment,2026-06-18
DON02007,Treatment,2026-06-18
DON03318,Treatment,2026-06-18
DON02271,Treatment,2026-06-18
DON02094,Treatment,2026-06-18
DON01614,Treatment,2026-06-18
DON02294,Treatment,2026-06-18
DON02186,Treatment,2026-06-18
DON01042,Treatment,2026-06-18
DON00583,Treatment,2026-06-18
DON01504,Treatment,2026-06-18
DON00092,Treatment,2026-06-18
DON01719,Treatment,2026-06-18
DON01745,Treatment,2026-06-18
DON02197,Treatment,2026-06-18
DON03237,Treatment,2026-06-18
DON00180,Treatment,2026-06-18
DON01841,Control,2026-06-18
DON01243,Treatment,2026-06-18
DON01829,Treatment,2026-06-18
DON02715,Treatment,2026-06-18
DON02774,Treatment,2026-06-18
DON01349,Treatment,2026-06-18
DON01833,Treatment,2026-06-18
DON00779,Control,2026-06-18
DON01030,Control,2026-06-18
DON03180,Treatment,2026-06-18
DON00318,Treatment,2026-06-18
DON00570,Treatment,2026-06-18
DON00867,Control,2026-06-18
DON01862,Control,2026-06-18
DON02532,Treatment,2026-06-18
DON00330,Treatment,2026-06-18
DON02619,Treatment,2026-06-18
DON00320,Treatment,2026-06-18
DON02228,Treatment,2026-06-18
DON02943,Treatment,2026-06-18
DON00613,Treatment,2026-06-18
DON02366,Treatment,2026-06-18
DON01146,Treatment,2026-06-18
DON02463,Control,2026-06-18
DON02120,Treatment,2026-06-18
DON00501,Treatment,2026-06-18
DON02443,Treatment,2026-06-18
DON01284,Treatment,2026-06-18
DON00798,Treatment,2026-06-18
DON03407,Treatment,2026-06-18
DON01472,Treatment,2026-06-18
DON01722,Treatment,2026-06-18
DON02371,Treatment,2026-06-18
DON00233,Treatment,2026-06-18
DON01097,Treatment,2026-06-18
